name_category;img_product;name_product;url_product
Պանիր;ac1143d424444f2f14b98acd709ed3ff.JPG;Պանիր «Galbani Grana Padano D.O.P» 200գ;https://www.sas.am/products/Պանիր_«Galbani_Grana_Padano_D_O_P»_գ_189773/
Պանիր;c2661c6fcccfdf49ad8de65b2def4d83.JPG;Պանիր սուլուգունի «Արիս»;https://www.sas.am/products/Պանիր_սուլուգունի_«Արիս»_31350/
Պանիր;51b81c777075e90b1751cc42ae482a86.JPG;Պանիր «Zanetti Գրանա Պադանո» 250գ;https://www.sas.am/products/Պանիր_«Zanetti_Գրանա_Պադանո»_գ_31176/
Պանիր;dea318a5dc81630471b3c1b42874dc80.JPG;Պանիր «Unagrande» 370գ;https://www.sas.am/products/Պանիր_«Unagrande»_գ_449488/
Պանիր;baff935b57da1f8ae22abc7f3a1406d6.JPG;Պանիր «Գլորիա» 50%;https://www.sas.am/products/Պանիր_«Գլորիա»__31241/
Պանիր;08b8aa2468857c04485ebb391ab456c9.JPG;Պանիր գաուդա 50%;https://www.sas.am/products/Պանիր_գաուդա__31240/
Պանիր;9dafcd34689baa254a583c0024c5fe38.JPG;Պանիր «Syunik Mozzarella»;https://www.sas.am/products/Պանիր_«Syunik_Mozzarella»_31303/
Պանիր;0717c94aa26c50dc1e8563fc12f9481e.JPG;Պանիր «Galbani Mascarpone» 500գ;https://www.sas.am/products/Պանիր_«Galbani_Mascarpone»_գ_30829/
Պանիր;fe686ffba212f4b57851ca84dbc2b4e2.JPG;Պանրային ափսե «Вкусный Стандарт Для тебя Сияние звезд» 185գ;https://www.sas.am/products/Պանրային_ափսե_«Вкусный_Стандарт_Для_тебя_Сияние_звезд»_գ_671211/
Պանիր;33580b750a6ade9ad55374619b16eb3b.JPG;Պանիր «Babybel» 120գ;https://www.sas.am/products/Պանիր_«Babybel»_գ_30992/
Պանիր;e280ba198618ae7dcde56b612543e778.JPG;Պանիր չեդեր «Ferndale»;https://www.sas.am/products/Պանիր_չեդեր_«Ferndale»_31363/
Պանիր;43927d6fbae77947cfcedcbdee988797.JPG;Պանիր «Mlekovita Gouda»;https://www.sas.am/products/Պանիր_«Mlekovita_Gouda»_861151/
Պանիր;ca5258970b66cdf7f27206c53183fcfe.JPG;Պանիր «Zanetti Parmigiano Reggiano» 250գ;https://www.sas.am/products/Պանիր_«Zanetti_Parmigiano_Reggiano»_գ_31180/
Պանիր;3d819c83dc2080799ec1d3b2bf024a61.jpg;Պանիր ֆետա «Kolios Crystal»;https://www.sas.am/products/Պանիր_ֆետա_«Kolios_Crystal»_30767/
Պանիր;04845027e4ec48f533961054b600877d.JPG;Պանիր «Galbani Parmigiano Reggiano D.O.P.» 200գ;https://www.sas.am/products/Պանիր_«Galbani_Parmigiano_Reggiano_D_O_P_»_գ_189774/
Պանիր;2be7b9683d2bd80b86df3adcbcf84dde.JPG;Պանիր «Mlekovita Edamski»;https://www.sas.am/products/Պանիր_«Mlekovita_Edamski»_861144/
Պանիր;5750d17d694c63d03bfb803a6cf48124.JPG;Պանիր էդամեր «Arla»;https://www.sas.am/products/Պանիր_էդամեր_«Arla»_30789/
Պանիր;a55576511d90ea3f9e0336fe7e954c46.JPG;Պանիր ֆետա «Kolios» 400գ;https://www.sas.am/products/Պանիր_ֆետա_«Kolios»_գ_30925/
Պանիր;3660ddd7ac208f5cbe6b4fd628f899c3.jpg;Պանիր էդամեր «Frico» ;https://www.sas.am/products/Պանիր_էդամեր_«Frico»__31383/
Պանիր;3000f2e0a28b4b16323cdef232f5e39b.JPG;Պանիր ռադամեր 45%;https://www.sas.am/products/Պանիր_ռադամեր__31081/
Պանիր;bb2791541fea31997e8caba1df85c1b8.JPG;Պանիր «Mlekovita Chedder»;https://www.sas.am/products/Պանիր_«Mlekovita_Chedder»_861150/
Պանիր;f1d07a32afa307420cd2f708f39803d3.JPG;Պանիր «Mlekovita Chedder»;https://www.sas.am/products/Պանիր_«Mlekovita_Chedder»_861162/
Պանիր;0776def29d17afa8ed44e1e7eb6a1b84.jpg;Պանիր սուլուգունի ;https://www.sas.am/products/Պանիր_սուլուգունի__260105/
Պանիր;fbc68875c2a7dae08220510f4a41e810.jpg;Պանիր գաուդա «Frico» ;https://www.sas.am/products/Պանիր_գաուդա_«Frico»__31233/
Պանիր;63df2a2c54d720098e56ae5284d15120.jpg;Պանիր մաազդամ «Frico» ;https://www.sas.am/products/Պանիր_մաազդամ_«Frico»__31300/
Պանիր;4035d15128a3558aba0ac4dfb29319df.JPG;Պանրային ափսե «Вкусный Стандарт» 185գ;https://www.sas.am/products/Պանրային_ափսե_«Вкусный_Стандарт»_գ_671196/
Պանիր;24024c2c6cf1efdc1a00313e1ce279cd.JPG;Պանիր «Zanetti Parmigiano Reggiano» 250գ;https://www.sas.am/products/Պանիր_«Zanetti_Parmigiano_Reggiano»_գ_398261/
Պանիր;ba3676cb346d1950bc11f17c3e2325b1.JPG;Պանիր Էմմենտալ «Allgautaler» ;https://www.sas.am/products/Պանիր_Էմմենտալ_«Allgautaler»__30679/
Պանիր;8878df15ea0bb18be215e55be9687e81.JPG;Պանիր էմմենտալ «Illertaler» ;https://www.sas.am/products/Պանիր_էմմենտալ_«Illertaler»__30874/
Պանիր;ae5867297802655fd27374acf8969f2f.png;Պանիր ֆետա «Hotos»;https://www.sas.am/products/Պանիր_ֆետա_«Hotos»_570523/
Պանիր;dcfb8e3a783ef62d25daf9422c60ea99.jpg;Պանիր բորբոսով «Dorblu» 50%;https://www.sas.am/products/Պանիր_բորբոսով_«Dorblu»__30782/
Պանիր;b2ea29ef5a8daa2ec807bec66442e21c.JPG;Պանիր մաազդամ «President» ;https://www.sas.am/products/Պանիր_մաազդամ_«President»__222857/
Պանիր;1f7e800ec23868146efb824cc2e84d06.jpg;Պանիր «Hotos» ;https://www.sas.am/products/Պանիր_«Hotos»__743475/
Պանիր;3bbe815fda455d89f3cf2cf025120f1c.JPG;Պանիր մոցարելա «Galbani» ;https://www.sas.am/products/Պանիր_մոցարելա_«Galbani»__217545/
Պանիր;a2479ca2c042de7a858b2b05a2779de5.JPG;Պանիր բորբոսով «Castello» ;https://www.sas.am/products/Պանիր_բորբոսով_«Castello»__30737/
Պանիր;1e435936adedc7ee7edcc6df6103a8be.JPG;Պանիր «Auricchio Pravolone Dolce» ;https://www.sas.am/products/Պանիր_«Auricchio_Pravolone_Dolce»__765696/
Պանիր;20f1efa05001fec069968b9592412687.JPG;Պանիր «President Edam»;https://www.sas.am/products/Պանիր_«President_Edam»_165676/
